# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-147.9366497731562,0.0,-0.5643691949599775,-1.771889764590917,0.0,0.0
 0.06051208838622931,0.009154282102157072,0.1512802209655733,2.5000000000000004,-147.9366497731562,0.0,-0.5643691949599775,-1.771889764590917,0.0,0.0
 0.08547618643991048,0.018265446120775845,0.36497068706534963,8.5599113430924,-148.23196558596246,0.0,-0.5667336115605278,-1.764497428071105,-11.829620768641313,-473.8653382631196
 0.10456409412486013,0.027334124450381532,0.47510070141192673,5.769622117012433,-148.52712877917563,0.0,-0.5689724943084611,-1.7575542051736914,-15.463360263728353,-190.36866455259286
 0.12060007572195204,0.036360945660351425,0.5629104246170304,5.475793463184557,-148.82208323737194,0.0,-0.5710826171986692,-1.751060126650849,-18.393289890643384,-182.70971497288124
 0.134679670944648,0.04534653441439667,0.6381993666665003,5.347379726379207,-149.1167722065515,0.0,-0.5730608113139266,-1.7450155031665449,-20.930215998292866,-180.18459107119926
 0.14736554738595503,0.05429151139090541,0.7051130458265079,5.2746595372888105,-149.4111383221242,0.0,-0.5749039694896589,-1.7394209347479335,-23.204239528472904,-179.2563202630205
 0.15899244410250876,0.06319649320422345,0.7658949787211594,5.227700423975863,-149.70512363775956,0.0,-0.576609051122896,-1.7342773202269146,-25.28493395978997,-178.9552691523169
 0.16977878822393527,0.07206209232696968,0.8219280808161109,5.194818695209682,-149.99866965511617,0.0,-0.578173086299278,-1.729585869174085,-27.214597833336946,-178.89878644922894
 0.179876532114078,0.08088891701346737,0.874138300845034,5.170483683973201,-150.29171735416662,0.0,-0.579593180829204,-1.725348111531151,-29.021106322226387,-178.90218929526714
 0.1893964848928419,0.08967757122441124,0.9231825425172987,5.151731611701636,-150.58420722451402,0.0,-0.5808665200294781,-1.721565911475241,-30.723878273836892,-178.86348716023767
 0.1984224327567865,0.09842865455280367,0.9695472941240698,5.136829096031172,-150.87607929712223,0.0,-0.5819903733341212,-1.7182414792725431,-32.3369996157549,-178.72043648311345
 0.20701957603214613,0.10714276215132384,1.0136050219723316,5.1246939171685275,-151.16727317689072,0.0,-0.5829620978785586,-1.715377386693016,-33.871004639771904,-178.4319482511861
 0.2152398519430343,0.11582048466114833,1.0556485699379514,5.114615180973551,-151.45772807562366,0.0,-0.5837791431000233,-1.7129765799609296,-35.333959818577775,-177.96910890401122
 0.22312544287227162,0.12446240814236839,1.0959132370382656,5.106106500024658,-151.74738284566763,0.0,-0.5844390539154224,-1.7110423974930258,-36.73215776005195,-177.31048364303118
 0.23071117355346937,0.1330691140060477,1.134591541064355,5.098823785289236,-152.03617601392816,0.0,-0.5849394745735788,-1.7095785862785216,-38.07058019820472,-176.43948808652542
 0.23802619935464742,0.14164117894804593,1.1718434322702918,5.092516720848414,-152.32404581633827,0.0,-0.5852781520251447,-1.7085893203767464,-39.35321764193218,-175.3428461620594
 0.24509522629758443,0.15017917488466034,1.2078035641305793,5.086998840231749,-152.610930232618,0.0,-0.585452939310293,-1.7080792201301,-40.583296484159725,-174.009641235922
 0.25193941247068913,0.15868366889019012,1.2425865969206846,5.082128380258076,-152.89676702143328,0.0,-0.5854617981142446,-1.7080533746539415,-41.76344441630117,-172.4307174429337
 0.25857704703743795,0.16715522313650355,1.27629114877032,5.07779563799399,-153.18149375566347,0.0,-0.585302802231155,-1.708517362616466,-42.895813465920234,-170.59828139555245
 0.2650240704801557,0.17559439483467637,1.309002793793981,5.073914390773716,-153.4650478579271,0.0,-0.5849741396347524,-1.7094772781312733,-43.98217329020509,-168.50564201250967
 0.2712944792499835,0.18400173617879936,1.3407963743253464,5.070415932746028,-153.7473666361981,0.0,-0.5844741150114561,-1.710939756468769,-45.02398306622022,-166.14702713292854
 0.2774006447663844,0.1923777942920145,1.3717378100409232,5.06724484170461,-154.02838731943024,0.0,-0.5838011520300771,-1.712912001839422,-46.022447717362674,-163.51745599765076
 0.2833535679499119,0.2007231111748634,1.4018855317907424,5.064355917314983,-154.30804709323468,0.0,-0.582953795042946,-1.7154018182973323,-46.97856249486177,-160.61265163722925
 0.28916308454297757,0.209038223656023,1.4312916312322184,5.061711929108798,-154.58628313542255,0.0,-0.5819307108862762,-1.7184176419852584,-47.8931487208344,-157.42897215652977
 0.2948380323808226,0.21732366334548758,1.4600027923095056,5.059281934860865,-154.86303265148035,0.0,-0.5807306902479461,-1.721968576472245,-48.766882791809756,-153.96336599758806
 0.3003863888995484,0.22557995659027685,1.4880610532009244,5.057040007562944,-155.13823290979204,0.0,-0.5793526489152111,-1.726064430485328,-49.6003199114695,-150.21333197441092
 0.3058153851150904,0.23380762443272768,1.5155044350366034,5.054964259712457,-155.41182127663654,0.0,-0.5777956282960056,-1.730715760084807,-50.3939137148947,-146.17689383413503
 0.3111316008196037,0.2420071825714232,1.542367464836741,5.05303608680352,-155.68373525086488,0.0,-0.5760587968682354,-1.735933910629499,-51.14803261227095,-141.85257696297464
 0.31634104464950463,0.2501791413248498,1.5686816136727695,5.0512395747492125,-155.95391249826395,0.0,-0.5741414497655603,-1.74173106715833,-51.86297351904168,-137.23939255610023
 0.3214492218673326,0.2583240055977842,1.594475666292099,5.049561031145516,-156.2222908853772,0.0,-0.5720430095359885,-1.7481203044700222,-52.53897342804936,-132.33681608546777
