# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,20.975177445356866,0.0,-0.5107663016902817,-1.9578425528283572,0.0,0.0
 0.76224217090906,0.014525328177803916,0.0190560542727265,0.025,20.975177445356866,0.0,-0.5107663016902817,-1.9578425528283572,0.0,0.0
 1.0790044414847284,0.02910626461859427,0.04603116530984471,0.08515885110968219,20.54928263654655,0.0,-0.5026967746394387,-1.989270770072583,-1.3445250535561553,-4.244587119269857
 1.3227628386682078,0.04374253818403938,0.06004418200382341,0.0574873188201634,20.12851875426932,0.0,-0.4948223698438848,-2.020927227512971,-1.7261513332011211,-1.5655923408362096
 1.5288408440511518,0.05843385816097595,0.07129009206798395,0.0545711321461155,19.71278111744043,0.0,-0.48713961745203077,-2.052799575674978,-2.017379953073332,-1.4131960338563827
 1.7109051968703561,0.0731799148169498,0.08099365102303771,0.05329741272685984,19.30196627853388,0.0,-0.47964502727053915,-2.084875153799853,-2.256426546686503,-1.3129785700034975
 1.8759571417447507,0.08798037994157835,0.08967155846537762,0.052576826337574205,18.895972054862224,0.0,-0.47233509841717286,-2.1171409944996005,-2.45979666571405,-1.2321582710359014
 2.029256333548655,0.10283490737397938,0.09689892854361867,0.047145519772120385,18.494697554960958,0.0,-0.46520632827254454,-2.1495838281334443,-2.617590446364276,-1.0293190642000951
 2.178338594973974,0.11774313351651128,0.09999999999999992,0.020801076041730773,18.098043200381348,0.0,-0.4582552204995027,-2.1821900881128866,-2.6606408487995075,-0.28876944864964565
 2.3279540381598567,0.13270467783509954,0.10000000000000007,1.0203202465957967e-15,17.705910743187925,0.0,-0.4514782923457004,-2.2149459164568035,-2.620935705856485,0.26538131423835165
 2.478098693273151,0.14771914334642897,0.09999999999999996,-7.394355954845132e-16,17.31820327955199,0.0,-0.44487208120437727,-2.2478371699405275,-2.5822262094070916,0.257814681582798
 2.6287684307315167,0.1627861170922655,0.09999999999999985,-7.368586707280504e-16,16.93482525968159,0.0,-0.43843315053413906,-2.280849426604054,-2.5444925194506247,0.25043974054108786
 2.77995896582091,0.17790517060120484,0.09999999999999992,4.589502841434165e-16,16.555682494396297,0.0,-0.4321580952682106,-2.3139679921519676,-2.507714950946614,0.24325311423936324
 2.931665863190134,0.19307586033812724,0.10000000000000019,1.7380750178202917e-15,16.18068215860117,0.0,-0.4260435463918538,-2.347177908148031,-2.471874003740608,0.23625127022917436
 3.0838845412254576,0.20829772814165964,0.10000000000000014,-2.7351021544006536e-16,15.80973279192213,0.0,-0.4200861752683061,-2.38046395923719,-2.436950389182573,0.22943054695252726
 3.236610276307969,0.2235703016499108,0.09999999999999996,-1.1812759742431036e-15,15.442744296732435,0.0,-0.414282697355977,-2.4138106814070945,-2.4029250537993803,0.22278717705834086
 3.3898382069568957,0.23889309471480344,0.09999999999999992,-2.717087103318851e-16,15.079627933776484,0.0,-0.4086298754448667,-2.4472023708773647,-2.369779200294226,0.21631730823995338
 3.543563337861592,0.2542656078052731,0.10000000000000019,1.7152560989650112e-15,14.720296315605651,0.0,-0.40312452254408365,-2.4806230930559305,-2.337494305947953,0.2100170229569588
 3.697780543804949,0.2696873283996088,0.10000000000000007,-7.199086624827931e-16,14.364663398065973,0.0,-0.39776350437288266,-2.5140566919949294,-2.3060521383735955,0.20388235788622677
 3.852484573481622,0.2851577313672761,0.1,-4.485270305117006e-16,14.012644469889288,0.0,-0.3925437414740747,-2.5474868004386315,-2.2754347699435806,0.1979093142822742
 4.0076700532132525,0.30067627934043917,0.10000000000000007,4.471355126721256e-16,13.664156140723245,0.0,-0.3874622110241513,-2.5808968501902965,-2.245624589160651,0.1920938791082884
 4.1633314905640395,0.31624242307551786,0.1,-4.457683304227916e-16,13.319116327629628,0.0,-0.3825159483766278,-2.6142700827087952,-2.2166043110347466,0.1864320323633299
 4.319463277859176,0.33185560180503154,0.09999999999999992,-5.333105339368666e-16,12.97744424023969,0.0,-0.3777020482998234,-2.6475895603462303,-2.1883569855257803,0.1809197601483312
 4.4760596956090355,0.3475152435800175,0.10000000000000035,2.747262218535872e-15,12.639060364714766,0.0,-0.3730176659538441,-2.6808381781138926,-2.160866004389983,0.1755530652030016
 4.633114915841693,0.3632207656032832,0.09999999999999958,-4.948298541661654e-15,12.303886446620506,0.0,-0.36846001773921105,-2.713998675177237,-2.1341151067614406,0.1703279750199588
 4.790623005346687,0.3789715745537826,0.10000000000000028,4.493529065223652e-15,11.971845472844196,0.0,-0.3640263818130281,-2.747053647649147,-2.108088383395593,0.16524055016883768
 4.9485779288323135,0.39476706690234525,0.09999999999999978,-3.1629299679714125e-15,11.642861652627689,0.0,-0.35971409855850467,-2.7799855607754496,-2.082770280006146,0.16028688964387186
 5.106973551999358,0.41060662921904967,0.09999999999999964,-8.761471769443328e-16,11.316860397890022,0.0,-0.3555205707334248,-2.812776762641441,-2.058145599098178,0.15546313979900148
 5.265803644533672,0.426489638472481,0.09999999999999987,1.3980008535036325e-15,10.993768302823709,0.0,-0.35144326361458855,-2.8454094971547197,-2.0341995015617917,0.15076549509163353
 5.425061883019983,0.4424154623211122,0.10000000000000042,3.4856062555300243e-15,10.673513122985582,0.0,-0.34747970498921305,-2.877865917467161,-2.0109175065731506,0.14619020786571385
